囪	［囪-囱］
䢀	［𨊰-䢀］
𫐉	［軨-𫐉］
𧿈	［𨇁-𧿈］
𨇁	［𨇁-𧿈］
𫐆	［轣-𫐆］
𫎱	［䟐-𫎱］
𨍰	［𨍰-𫐔］
𫐔	［𨍰-𫐔］
軕	［軕-𫐅］
𫐅	［軕-𫐅］
䟐	［䟐-𫎱］
𪉈	［鴜-𪉈］
𫚖	［鮆-𫚖］
𨄣	［𨄣-𨀱］
𨀱	［𨄣-𨀱］
𫐐	［輗-𫐐］
𨅫	［𨇞-𨅫］
𫎳	［䟆-𫎳］
𫏞	［𨇰-𫏞］
𫐌	［軿-𫐌］
䡵	［䡵-𫟦］
𫟦	［䡵-𫟦］
𫐗	［轐-𫐗］
𨐈	［輄-𨐈］
𫏕	［𨆪-𫏕］
䠆	［䠆-𫏃］
𫏃	［䠆-𫏃］
𨇰	［𨇰-𫏞］
𣙎	［𣙎-㭣］
㭣	［𣙎-㭣］
𣘓	［𣞻-𣘓］
𧡴	［𧡴-𫌫］
𫌫	［𧡴-𫌫］
棡	［棡-㭎］
㭎	［棡-㭎］
欍	［欍-𣐤］
𪳍	［欇-𪳍］
梖	［梖-𪱷］
𪱷	［梖-𪱷］
椮	［槮-椮］
𪲔	［欐-𪲔］
檩	［檁-檩］
櫅	［櫅-𪲎］
𪲎	［櫅-𪲎］
檁	［檁-檩］
㭴	［樫-㭴］
檭	［檭-𣘴］
𣘴	［檭-𣘴］
㭤	［樢-㭤］
𪴙	［欑-𪴙］
䫴	［䫴-𩖗］
𩖗	［䫴-𩖗］
樫	［樫-㭴］
𫛶	［鶒-𫛶］
樿	［樿-椫］
𪬯	［𢤿-𪬯］
𣠲	［𣠲-𣑶］
𣑶	［𣠲-𣑶］
猌	［猌-𪺽］
𣐤	［欍-𣐤］
𪲮	［櫠-𪲮］
櫠	［櫠-𪲮］
𣘷	［𣝕-𣘷］
𪲛	［檵-𪲛］
椫	［樿-椫］
𪺽	［猌-𪺽］
欓	［欓-𣗋］
𣗋	［欓-𣗋］
桪	［樳-桪］
䫶	［䫶-𫖺］
𫖺	［䫶-𫖺］
㭏	［椲-㭏］
𩿤	［𩿤-𫛠］
𫛠	［𩿤-𫛠］
𡢃	［𡢃-㛠］
㛠	［𡢃-㛠］
𪥰	［嬣-𪥰］
媈	［媈-𫝨］
𫝨	［媈-𫝨］
𫝮	［孄-𫝮］
𪉎	［𪂆-𪉎］
𡠹	［𡠹-㛿］
㛿	［𡠹-㛿］
奔	［犇奔逩⇀奔］
𫝩	［嬦-𫝩］
𪥿	［嬻-𪥿］
𡟫	［𡟫-𫝪］
𫝪	［𡟫-𫝪］
㛝	［㛝-𫝦］
𫝦	［㛝-𫝦］
𫝭	［孆-𫝭］
𪧀	［孾-𪧀］
㛤	［孋-㛤］
孇	［孇-𪥫］
婡	［婡-𫝫］
𫝫	［婡-𫝫］
㜢	［𡡎↝㜢-𡞱］
㛣	［㜏-㛣］
𡡎	［𡡎↝㜢］
𫛪	［鴽-𫛪］
嬇	［嬇-𫝬］
𫝬	［嬇-𫝬］
㛟	［𡞵-㛟］
𡞵	［𡞵-㛟］
鵊	［鵊-𫛥］
㪎	［㪎-𪯋］
㛀	［媰-㛀］
嬻	［嬻-𪥿］
㜐	［㜐-𫝧］
嬦	［嬦-𫝩］
𫝧	［㜐-𫝧］
𡞱	［㜢-𡞱］
㔋	［㔋-𪟎］
刾	［㓨-刾］
𫛥	［鵊-𫛥］
𪯋	［㪎-𪯋］
𫛦	［鴮-𫛦］
㜄	［㜄-㚯］
㚯	［㜄-㚯］
鋻	［鋻鑑鑒↛鑒］
𪥫	［孇-𪥫］
㘚	［㘚-㘎］
㘎	［㘚-㘎］
嘪	［嘪-𪡃］
𪢌	［㘓-𪢌］
𪢠	［囒-𪢠］
𪢕	［嚽-𪢕］
𠯠	［噅-𠯠］
𠯟	［哯-𠯟］
䫟	［䫟-𫖲］
𫖲	［䫟-𫖲］
𫛫	［鶰-𫛫］
𠵾	［㗲-𠵾］
𡄣	［𡄣-𠵸］
唓	［唓-𪠳］
𪠳	［唓-𪠳］
𪡏	［嗹-𪡏］
𡃤	［𡃤-𪢐］
𪢐	［𡃤-𪢐］
𡃄	［𡃄-𪡺］
𪡺	［𡃄-𪡺］
𡂡	［𡂡-𪢒］
鷤	［鷤-𫛴］
𪡞	［嘳-𪡞］
𠱞	［囃-𠱞］
𪡀	［嘺-𪡀］
嘺	［嘺-𪡀］
𪠸	［嚛-𪠸］
𡅏	［𡅏-𠲥］
𠲥	［𡅏-𠲥］
嗰	［嗰-𠮶］
㖮	［㖮-𪠵］
𠮶	［嗰-𠮶］
𪡋	［噞-𪡋］
𪠵	［㖮-𪠵］
𡄔	［𡄔-𠴢］
𠴢	［𡄔-𠴢］
𪢒	［𡂡-𪢒］
𪠽	［噹-当𪠽］
𪡃	［嘪-𪡃］
𫛡	［鴔-𫛡］
敿	［敽↦敿］
𣍐	［𣍐-𠊉］
𢣐	［𢣐-𪬚］
𪬚	［𢣐-𪬚］
𫛱	［鵫-𫛱］
𫀌	［𥜰-𫀌］
𥜰	［𥜰-𫀌］
𢛯	［㦎-𢛯］
𫛧	［𪀖-𫛧］
𢣚	［𢣚-𢘝］
懍	［懍-懔］
𫀓	［𥜐-𫀓］
𪫺	［憸-𪫺］
𢘝	［𢣚-𢘝］
𢙓	［懀-𢙓］
㤘	［㥮-㤘］
𪫡	［𢤩-𪫡］
𢤩	［𢤩-𪫡］
㦎	［㦎-𢛯］
𩲒	［𩳤-𩲒］
㑮	［㑮-𫝈］
𫝈	［㑮-𫝈］
奐	［奐-奂］
㑔	［㑯-㑔］
㑯	［㑯-㑔］
㑈	［倲-㑈］
𫝋	［𠐊-𫝋］
㐷	［傌-㐷］
𠌥	［𠌥-𠆿］
𠆿	［𠌥-𠆿］
𫛬	［䳜-𫛬］
𠉂	［㒓-𠉂］
㑇	［㑳-㑇］
𫖯	［頫-𫖯］
儣	［儣-𠆲］
𪉊	［鷨-𪉊］
俬	［私俬-私］
𫌨	［覼-𫌨］
偑	［偑-㐽］
㐽	［偑-㐽］
𨤰	［𨤻-𨤰］
𠊉	［𣍐-𠊉］
𢘞	［𢣭-𢘞］
㑶	［㑶㐹-㐹］
𠏢	［𠏢-𠉗］
𪶒	［𤄷-𪶒］
𤁣	［𤁣-𣺽］
𫞗	［潣-𫞗］
𫞢	［𤛱-𫞢］
敩	［斆-敩］
𢽾	［斅-𢽾］
𣺽	［𤁣-𣺽］
凙	［凙-𪞝］
𫞝	［灍-𫞝］
𤄷	［𤄷-𪶒］
𪶄	［溡-𪶄］
溡	［溡-𪶄］
𣸣	［濆-𣸣］
𪷍	［㵾-𪷍］
㳡	［濄-㳡］
瀃	［瀃-𣽷］
𣽷	［瀃-𣽷］
𣶩	［澅-𣶩］
𪶮	［𣽏-𪶮］
㶆	［㶆-𫞛］
𫞛	［㶆-𫞛］
𣿉	［𣿉-𣶫］
𣶫	［𣿉-𣶫］
𪷽	［灒-𪷽］
聻	［聻-𫆏］
𫆏	［聻-𫆏］
𩟗	［𩟗-𫗚］
𫗚	［𩟗-𫗚］
㳠	［澾-㳠］
㳢	［𣾷-㳢］
𣾷	［𣾷-㳢］
渙	［渙-涣］
澬	［澬-𫞚］
𫞚	［澬-𫞚］
𪵱	［濿-𪵱］
氺	［氺↦水］
㳕	［灡-㳕］
𤑹	［𤑹-𪹀］
灙	［灙-𣺼］
濧	［濧-㳔］
𣺼	［灙-𣺼］
𪞝	［凙-𪞝］
㳔	［濧-㳔］
澅	［澅-𣶩］
𡓁	［𡓁-𪤄］
𪍠	［𪍠-𫜕］
𫜕	［𪍠-𫜕］
𪣒	［堚-𪣒］
垵	［垵-埯］
𪤄	［𡓁-𪤄］
𠠎	［𠠎-𠚳］
𫖸	［願-愿𫖸］
𪿞	［𥖲-𪿞］
𫝵	［嶹-𫝵］
𨞺	［𨞺-𫟫］
𫟬	［𨟊-𫟬］
㠏	［㠏-㟆］
𪃒	［𪃒-𫛻］
𫛻	［𪃒-𫛻］
𥐟	［礒-𥐟］
峛	［峢↦峛］
峢	［峢↦峛］
毊	［毊-𪵑］
𪵑	［毊-𪵑］
𨼳	［𨼳-𫔽］
𡹬	［𡹬-𪨹］
𪤚	［壣-𪤚］
碽	［碽-䂵］
䂵	［碽-䂵］
垻	［垻↦坝］
𪩎	［巊-𪩎］
峀	［峀↦岫］
𫟫	［𨞺-𫟫］
䧢	［䧢-𨸟］
𥕥	［𥕥-𥐰］
𪣆	［埬-𪣆］
𪨷	［巗-𪨷］
𨸟	［䧢-𨸟］
𥐰	［𥕥-𥐰］
𡒄	［壈-𡒄］
𡶴	［嵼-𡶴］
壈	［壈-𡒄］
𠚳	［𠠎-𠚳］
𡾱	［𡾱-㟜］
𡻕	［𡻕嵗⇀歲］
㟜	［𡾱-㟜］
𪿫	［礮-𪿫］
𨎌	［𨎌-𫐋］
㢝	［㢝-𢋈］
𢋈	［㢝-𢋈］
嶣	［嶣↦嶕］
𡸗	［𡸗-𪨩］
𪨩	［𡸗-𪨩］
埬	［埬-𪣆］
埯	［垵-埯］
𪨶	［輋-𪨶］
塿	［塿-𪣻］
𪨹	［𡹬-𪨹］
𪪑	［㢗-𪪑］
㢗	［㢗-𪪑］
𪪏	［廬-庐~𪪏］
𡓾	［𡓾-𡋀］
𪿵	［𥗇-𪿵］
𡋀	［𡓾-𡋀］
𡑭	［𡑭-𡋗］
𪨧	［崙-仑𪨧］
㟆	［㠏-㟆］
𡋗	［𡑭-𡋗］
𨸘	［𨽏-𨸘］
𪁈	［𪁈-𪉉］
𪉉	［𪁈-𪉉］
䃮	［䃮-鿎］
𪪞	［廧-𪪞］
𥖲	［𥖲-𪿞］
𦒀	［𦒀-𫅥］
顗	［顗-𫖮］
𪩇	［㟺-𪩇］
𪣻	［塿-𪣻］
𥐯	［𥖅-𥐯］
𥖅	［𥖅-𥐯］
𫎭	［䞓-𫎭］
𫔽	［𨼳-𫔽］
𫌪	［覛-𫌪］
𫅥	［𦒀-𫅥］
𫖮	［顗-𫖮］
𫗩	［饠-𫗩］
䆉	［䆉-𫁂］
𫂆	［簂-𫂆］
𫂃	［簢-𫂃］
簂	［簂-𫂆］
𫗥	［餫-𫗥］
𩜦	［𩜦-𩠆］
𩠆	［𩜦-𩠆］
𩟿	［𩚛-𩟿］
𪉸	［𪉸-𫜊］
𩚛	［𩚛-𩟿］
𫁂	［䆉-𫁂］
䎬	［䎱-䎬］
䴱	［䴱-𫜒］
𫜒	［䴱-𫜒］
饠	［饠-𫗩］
𫗮	［餭-𫗮］
𩞯	［𩞯-䭪］
䭪	［𩞯-䭪］
鴲	［鴲-𪉆］
𪉆	［鴲-𪉆］
䴽	［䴽-𫜔］
𫜔	［䴽-𫜔］
𫜊	［𪉸-𫜊］
𥺅	［䊭-𥺅］
𫜑	［麷-𫜑］
𫛰	［䳢-𫛰］
𫗫	［餬-𫗫］
𫗡	［𩚩-𫗡］
𫗨	［𩛡-𫗨］
𥸠	［𥸠-𥮋］
𫗬	［餪-𫗬］
𤿲	［麬-𤿲］
䅐	［䅐-𫀨］
𫀨	［䅐-𫀨］
麲	［麲-𪎉］
𪎉	［麲-𪎉］
𫗭	［餵-喂𫗭］
䅟	［穇-䅟］
𫁲	［䉑-𫁲］
𩞄	［𩞄-𩠎］
𩠎	［𩞄-𩠎］
𥱔	［𥵃-𥱔］
𫗦	［餔-𫗦］
𫗴	［饘-𫗴］
𩝽	［𩝽-𫗳］
𫗞	［飦-𫗞］
䉲	［䉲-𥮜］
𥵃	［𥵃-𥱔］
𩧸	［𩣫-𩧸］
𫚞	［鯬-𫚞］
𫗳	［𩝽-𫗳］
𥮜	［䉲-𥮜］
䴬	［䴬-𪎈］
𪎈	［䴬-𪎈］
𩠀	［𩚥-𩠀］
䉶	［䉶-𫁷］
𩠋	［𩝔-𩠋］
𦔖	［𦔖-𫅼］
𫅼	［𦔖-𫅼］
𪃏	［𪃏-𪉏］
𪉏	［𪃏-𪉏］
𫗧	［餗-𫗧］
𪎌	［麳-𪎌］
𫐷	［遱-𫐷］
𩠅	［𩟐-𩠅］
𩛌	［𩛌-𫗤］
𫗤	［𩛌-𫗤］
𩠃	［𩛩-𩠃］
𪌭	［𪌭-𫜓］
𫜓	［𪌭-𫜓］
𥢢	［𥢢-䅪］
䅪	［𥢢-䅪］
䅳	［䅳-𫀬］
𪉍	［鵚-𪉍］
𪋿	［𪋿-𪎍］
𪎍	［𪋿-𪎍］
䉑	［䉑-𫁲］
𪎋	［䴴-𪎋］
𫗣	［飶-𫗣］
𫗢	［飵-𫗢］
𩛆	［𩛆-𩠂］
𩠂	［𩛆-𩠂］
𥵊	［𥵊-𥭉］
𫗯	［餱-糇𫗯］
𥮋	［𥸠-𥮋］
𫑷	［醶-𫑷］
𫞷	［𥢶-𫞷］
𥭉	［𥵊-𥭉］
𫀬	［䅳-𫀬］
𥬠	［篘-𥬠］
𩠈	［䭃-𩠈］
𫂈	［䉬-𫂈］
𩠊	［𩜵-𩠊］
𩟐	［𩟐-𩠅］
䭔	［䭔-𫗰］
𫗰	［䭔-𫗰］
䊭	［䊭-𥺅］
𩚵	［𩚵-𩠁］
𩠁	［𩚵-𩠁］
𫗪	［餧-𫗪］
𥺇	［𥽖-𥺇］
餸	［餸-𩠌］
𩠌	［餸-𩠌］
𩠉	［𩜇-𩠉］
䬧	［䬧-𫗟］
𫗟	［䬧-𫗟］
𫗱	［䭑-𫗱］
𩠏	［𩞦-𩠏］
𥢷	［𥢷-𫀮］
𫁺	［𥴼-𫁺］
𪎊	［麨-𪎊］
𥴼	［𥴼-𫁺］
𥬀	［䉙-𥬀］
𫀮	［𥢷-𫀮］
𥹥	［𥼽-𥹥］
𫂖	［𥴨-𫂖］
𥴨	［𥴨-𫂖］
𫁷	［䉶-𫁷］
𤬅	［𤬅-𪼴］
𪼴	［𤬅-𪼴］
餦	［餦-𫗠］
𫗠	［餦-𫗠］
𫃗	［𩏷-𫃗］
𫗵	［饟-𫗵］
𫁳	［𥯤-𫁳］
𥽖	［𥽖-𥺇］
䭀	［䭀-𩠇］
𩠇	［䭀-𩠇］
鵧	［鵧-𫛨］
𫛨	［鵧-𫛨］
𩠴	［𩠴-𩠠］
𩠠	［𩠴-𩠠］
𫛴	［鷤-𫛴］
𫜄	［鷷-𫜄］
𪓰	［𪓰-𫜟］
𫜟	［𪓰-𫜟］
𫑘	［鄟-𫑘］
𤒻	［𤒻-𪹹］
𪹹	［𤒻-𪹹］
𡮣	［𡮣-𡭬］
𡭬	［𡮣-𡭬］
𪸩	［煇-𪸩］
𤇄	［熌-𤇄］
𩗀	［𩗀-𩙦］
𩙦	［𩗀-𩙦］
䫻	［䫻-𫗇］
𫗇	［䫻-𫗇］
䬝	［䬝-𩙯］
𩙯	［䬝-𩙯］
𫞡	［爃-𫞡］
𩗓	［𩗓-𫗈］
𫗈	［𩗓-𫗈］
𩘝	［𩘝-𩙭］
𩙭	［𩘝-𩙭］
𩗴	［𩗴-𫗉］
𫗉	［𩗴-𫗉］
𩗡	［𩗡↝䬞］
𩙧	［䬞-𩙧］
𤓌	［𤓌-𪹠］
𪹳	［爥-𪹳］
𩙥	［颰-𩙥］
𩅙	［𩅙-𫕨］
飋	［飋-𫗋］
𫗋	［飋-𫗋］
𫕨	［𩅙-𫕨］
䬓	［䬓-𫗊］
𫗊	［䬓-𫗊］
䬘	［䬘-𩙮］
𩙮	［䬘-𩙮］
𩖰	［𩖰-𫠇］
𫠇	［𩖰-𫠇］
鴀	［鴀-𫛜］
䲰	［䲰-𪉂］
𪉂	［䲰-𪉂］
𫛜	［鴀-𫛜］
熓	［熓-𤆡］
𤆡	［熓-𤆡］
熡	［熡-𤋏］
熉	［熉-𤈶］
𫕥	［霣-𫕥］
𤈶	［熉-𤈶］
𩙰	［𩙈-𩙰］
𩙬	［𩘺-𩙬］
𩘀	［𩘀-𩙩］
𩙩	［𩘀-𩙩］
䫾	［䫾-𫠈］
𫠈	［䫾-𫠈］
煥	［煥-焕］
㷿	［㷿-𤈷］
𤈷	［㷿-𤈷］
𤊀	［𤒎-𤊀］
爄	［爄-𤇃］
𤇃	［爄-𤇃］
䬞	［𩗡↝䬞-𩙧］
𤋏	［熡-𤋏］
顃	［顃-𩖖］
𩖖	［顃-𩖖］
𪸕	［熂-𪸕］
𪵣	［霼-𪵣］
熂	［熂-𪸕］
爃	［爃-𫞡］
𩙪	［颷-𩙪］
霼	［霼-𪵣］
𩘹	［𩘹-𩙨］
𩙫	［颾-𩙫］
𩙨	［𩘹-𩙨］
𪹠	［𤓌-𪹠］
𫞠	［爧-𫞠］
𤒎	［𤒎-𤊀］
頍	［頍-𫠆］
𫠆	［頍-𫠆］
𪪴	［𢍰-𪪴］
畵	［畫~畵-画］
鳮	［鳮↦鸡］
𫛛	［鳷-𫛛］
𫂿	［𥻦-𫂿］
頵	［頵-𫖳］
𫖳	［頵-𫖳］
聿	［肀↦聿］
肀	［肀↦聿］
𤛱	［𤛱-𫞢］
敠	［敪↦敠］
敪	［敪↦敠］
𫟄	［綋-𫟄］
絧	［絧-𫄡］
𫄡	［絧-𫄡］
綟	［綟-𫄫］
𫄫	［綟-𫄫］
𦈉	［緷-𦈉］
䪏	［䪏-𩏼］
𩏼	［䪏-𩏼］
𩏪	［𩏪-𩏽］
緸	［緸-𦈑］
𦈑	［緸-𦈑］
𫄣	［繷-𫄣］
䌈	［䌈-𦈖］
𦈖	［䌈-𦈖］
𦈛	［繓-𦈛］
𩏿	［䪘-𩏿］
𫖓	［𩏂-𫖓］
䋻	［䋻-䌾］
䌾	［䋻-䌾］
𧜵	［𧜵-䙊］
䙊	［𧜵-䙊］
縸	［縸-𫄲］
𫄲	［縸-𫄲］
𪩸	［幩-𪩸］
𫌀	［襀-𫌀］
𫖕	［韝-鞲𫖕］
𫖔	［韛-𫖔］
𦈘	［䌋-𦈘］
𩏾	［𩎢-𩏾］
𫄬	［緤-𫄬］
䌰	［䌰-𦈙］
䋙	［䋙-䌺］
䌺	［䋙-䌺］
縎	［縎-𦈔］
𦈔	［縎-𦈔］
䋃	［䋃-𫄜］
𫄜	［䋃-𫄜］
䌟	［䌟-𦈞］
𦈞	［䌟-𦈞］
盨	［盨-𪾔］
𪾔	［盨-𪾔］
䌻	［䋚-䌻］
䪗	［䪗-𩐀］
𩐀	［䪗-𩐀］
𫌇	［襵-𫌇］
𦈙	［䌰-𦈙］
䌶	［䊷-䌶］
䋿	［䋿-𦈓］
𦈓	［䋿-𦈓］
𦈒	［𦂅-𦈒］
𦃩	［𦃩-𫄯］
𫄯	［𦃩-𫄯］
𫄠	［絙-𫄠］
𫄥	［纚-𫄥］
䊺	［䊺-𫄚］
𫄚	［䊺-𫄚］
䌿	［䋹-䌿］
䙔	［䙔-𫋲］
𦈗	［𦃄-𦈗］
𫋲	［䙔-𫋲］
𫄰	［縍-𫄰］
𩖕	［𩓣-𩖕］
繷	［繷-𫄣］
𫛯	［鶭-𫛯］
𫄷	［繶-𫄷］
綡	［綡-𫟅］
𫟅	［綡-𫟅］
𦅈	［𦅈-𫄵］
𫄵	［𦅈-𫄵］
𫄴	［繂-𫄴］
𥿊	［𥿊-𦈈］
𦈈	［𥿊-𦈈］
𫋹	［襓-𫋹］
𫄶	［繈-𫄶］
𦈚	［縬-𦈚］
𥾯	［𥾯-𫄝］
𫄝	［𥾯-𫄝］
𫌋	［𧞫-𫌋］
䳤	［䳤-𫛮］
𫛮	［䳤-𫛮］
䪊	［䪊-𫖅］
𫖅	［䪊-𫖅］
䘞	［𧜗-䘞］
𧜗	［𧜗-䘞］
䌖	［䌖-𦈜］
𦈜	［䌖-𦈜］
𫄳	［縰-𫄳］
縺	［縺-𦈐］
𦈐	［縺-𦈐］
𩏠	［𩏠-𫖖］
𫖖	［𩏠-𫖖］
𦈟	［䌝-𦈟］
綀	［綀-𦈌］
𦈌	［綀-𦈌］
𦈏	［緍-𦈏］
𫄤	［繨-𫄤］
繟	［繟-𦈎］
𧟀	［𧟀-𧝧］
䙡	［䙡-䙌］
䙌	［䙡-䙌］
𫄸	［纁-𫄸］
𫟆	［緟-𫟆］
𫄧	［綖-𫄧］
䘛	［𧝞-䘛］
緮	［緮-𫄭］
𫄭	［緮-𫄭］
䋦	［䋦-𫄩］
𫄩	［䋦-𫄩］
𫄟	［絁-𫄟］
襘	［襘-𫋻］
𦈕	［緰-𦈕］
𫟃	［絍-𫟃］
𫄢	［絥-𫄢］
𫖇	［鞾-𫖇］
𫋻	［襘-𫋻］
𫄛	［紟-𫄛］
𫖑	［𩎖-𫖑］
𦆲	［𦆲-𫟇］
𫟇	［𦆲-𫟇］
𦀖	［𦀖-𫄦］
𫄦	［𦀖-𫄦］
𫄹	［纗-𫄹］
繨	［繨-𫄤］
繬	［繬-𫄱］
襓	［襓-𫋹］
𫄱	［繬-𫄱］
𫄪	［𦅇-𫄪］
𫖒	［韠-𫖒］
𦈋	［綇-𦈋］
𦈎	［繟-𦈎］
𧝧	［𧟀-𧝧］
鞝	［緔↝鞝-绱］
𦈡	［繻-𦈡］
𫄞	［䋔-𫄞］
𫋷	［襗-𫋷］
𩏽	［𩏪-𩏽］
䌥	［䌥-𦈠］
𦈠	［䌥-𦈠］
𫄨	［絺-𫄨］
𫜁	［鷩-𫜁］
韚	［韚-𫠅］
𫠅	［韚-𫠅］
𧝞	［𧝞-䘛］
𫄙	［糺-𫄙］
䋼	［䋼-𫄮］
𫄮	［䋼-𫄮］
𦈝	［繏-𦈝］
䫀	［䫀-𫖱］
𫖱	［䫀-𫖱］
鿎	［䃮-鿎］
鿏	［䥑-鿏］
鿔	［鎶-鿔］
鿓	［鿓-鿒］
鿒	［鿓-鿒］
𬘵	［緪縆-𬘵］
𬬭	［錀-𬬭］
𬬻	［鑪-𬬻］
𬭊	［𨧀-𬭊］
𬭛	［𨨏-𬭛］
𬭶	［𨭆-𬭶］
𬭳	［𨭎-𬭳］
過	［過-过］輠𨒵𨓺
出	［出齣-出］岀
了	［了瞭-了‒瞭-瞭了］諒
是	［昰⇀是］徥𣆞𣊒氏寔實視
在	［扗↦在］𡉄抂𥩴才載纔哉
這	［這-这］
來	［來-来］徠倈猍𧼛逨賚
和	［咊⇀龢和↛和］咼𤧗惒盉𥤉𧇮訸鉌禾宣
爲	［為↝爲-为］𢏽𤓸𦥮偽𨤒
說	［説↝說-说］
為	［為↝爲］偽𨤒于謂为
羣	［`羣⇀群］𠹩𡲻䭽
因	［囙⇀因］㧢𤇀
牀	［`牀⇀床］𢃅
困	［困睏-困］𣏔梱
閑	［閒閑↛閑-闲］嫺
疋	［疋匹↛匹］胥疏雅
儿	［兒-儿］人児
麻	［蔴⇀麻］痲𦲬
气	［氣-气］炁気乞餼
鬥	［鬦鬪鬭⇀鬥‒鬥斗-斗］
飞	［飛-飞］𠃧𦐭𦒮𩙱
黽	［黽-黾］𥜐𦊣𦋍𪓑𪓙𪓖𪓕𪓝
龍	［龍-龙］竜龒𠉒𠊋𢅛㡣𢀀𥪖𥪑𥪐𥪢𥫆𥫈𦱸𦱉䰱䮾寵壠尨
虫	［蟲虫-虫］𧈰虺
风	［風-风］飌凮瘋𠂡凨凬𠙊𠙈𠙗檒
韭	［韮⇀韭］
齊	［齊-齐］斊亝斉劑臍𠫼𡕓齍齋粢資躋齏濟剪醮儕齎
羋	［羋-芈］哶咩𠴟咪
谷	［谷穀-谷］噱𡵾𧮫穀糓㯏𣫋𥝻𥞤𥡛䅽
习	［習-习］
窗	［𥦗窓窻牕牎⇀窗］囱𠂨𤗄𤗉𥦾䆫
戼	［夘戼⇀卯］𤕰𦕔𩇧𩇨夗
闤	［闤-阛］𨷤
阛	［闤-阛］𨷤
閫	［閫-阃］壼𠢷𣏔梱閸
阃	［閫-阃］壼𠢷𣏔梱閸
窻	［𥦗窓窻牕牎⇀窗］囱𡆧熜悤𠂨𤗄𤗉𥦾䆫
牕	［𥦗窓窻牕牎⇀窗］囱
寢	［寑寢↛寢-寝］𡨞𡨦寖𡩠𡪢𡪷𡫒𡬓㝲𥨊浸侵
寝	［寢-寝］
間	［間-间］閒
閶	［閶-阊］𨵷闛𨷇鼞
阊	［閶-阊］𨵷闛𨷇
鷣	［鷣-𫜃］𩀽
闒	［闒-阘］塌榻𨵝鞈䶀
阘	［闒-阘］塌榻𨵝
冥	［㝠𠖇⇀冥］𡨕𡨶𣩆㫥暝𥦏䆩𥦴溟瞑
㝠	［㝠𠖇⇀冥］
竅	［竅-窍］𥤾𥦂𥨄
覈	［覈核`↛核］礉𥽶𩅓𩅢籺𣝗
寔	［寔實↛實］𥦽是寘
宴	［醼宴↛宴］𡩷燕讌匽晏曣
𠖇	［㝠𠖇⇀冥］
幂	［`冪⇋幂］
间	［間-间］閒
审	［審-审］
置	［寘置↛置］𦋲𦌃𦌤
囱	［囪-囱］牎牕窓窻窗𡆧熜悤
憲	［憲-宪］𢝮𢞩
冪	［`冪⇋幂］羃冖
賽	［賽-赛］塞
赛	［賽-赛］塞
騫	［騫-骞］𩦊䮿鶱愆搴褰
骞	［騫-骞］𩦊䮿
寨	［砦寨↛寨］𣟋
鬨	［閧⇀鬨哄`↛哄］巷闀闂𩰓叿𠹅𠹒
閧	［閧⇀鬨哄↛哄］巷闀闂
寬	［寬-宽］寛𡘚𡙤完𡩖
闐	［闐-阗］窴𨳸顚
寘	［寘置↛置］寔示窴填
阗	［闐-阗］窴𨳸
寛	［寛↦宽］寬
宽	［寬-宽］寛
穽	［穽⇀阱］刑
窦	［竇-窦］
牍	［牘-牍］
將	［將-将］奬𢪇𢪽摪𤕭臧牂
顅	［顅-𫖶］鬜牼
獎	［`獎⇋奬‒獎-奖］奨㢡將𤟌
将	［將-将］
螿	［螿-螀］𧌜
螀	［螿-螀］
槳	［槳-桨］㯍𥶝𥷃
奬	［`獎⇋奬］奨㢡將𤟌蔣奖
漿	［漿-浆］𤕯𤖅糨𩝴𩝫
醬	［醬-酱］醤𤖕𤖙𨟻𨡓𨡰
宜	［冝↦宜］宐𠣨𠖃𡧧𡨆𡪀
冝	［冝↦宜］宐
鷳	［鷴↝鷳-鹇］鷼
逻	［邏-逻］
桨	［槳-桨］
奖	［獎-奖］奬奨
浆	［漿-浆］
酱	［醬-酱］
閒	［閒閑↛閑-闲‒閒-闲𫔮］𨳡間𨳢𨳿諫簡嫺
肎	［肎⇀肯］
察	［詧⇀察］嚓竊蔡際殺
罗	［羅-罗］
閬	［閬-阆］𨶈𨶗
阆	［閬-阆］𨶈𨶗
鵷	［鵷-鹓］鴛𪀈𪂦
鹓	［鵷-鹓］鴛𪀈𪂦
聞	［聞-闻］𦔴𦔵𦕌𦕁䎹䎽𦖞𦖫𥹢問
闍	［闍-阇］堵𨶶
阇	［闍-阇］堵𨶶
闻	［聞-闻］𦔴𦔵𦕌𦕁䎹䎽𦖞𦖫𥹢
窮	［窮-穷］竆𥧺𥨪䠻𨉺躬穹
闃	［闃-阒］閴郥𨵙𨶑
阒	［闃-阒］閴郥𨵙𨶑
闑	［闑-𫔶］槷臬𨶠
𨴹	［𨴹-𫔲］庨
窩	［窩-窝］𡑟䆧
闢	［闢辟-辟］𨳟𨴔𨵓嬖避𠈳𠊕𠊸𠮃𨐢𦜺𨐓𨐝𨐨
冣	［㝡冣⇀最］
㝡	［㝡冣⇀最］
闞	［闞-阚］瞰𨶞鬫
阚	［闞-阚］瞰𨶞鬫
閎	［閎-闳］宏泓
闳	［閎-闳］
窍	［竅-窍］
穷	［窮-穷］
閉	［閉-闭］閇閈𨳯𨳰𨳲𨵰柲
团	［團糰-团］団
闭	［閉-闭］閇閈𨳯𨳰𨳲𨵰
買	［買-买𧹒］𧵽
賈	［賈-贾］𧵑𧵎
